Ph-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,Ph_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Metadata_notes,Sources,Source Tag
17,,33.21,-87.53,North America,United States,Southeast US,Alabama,Alabama Black,"Tuscaloosa, AL",62423,,0:02:16,,???.A6,Job Job,Spiritual,,"Dock Reed, Vera Hall",Male and Female Voices,"Ah Job Job. uh-hunh,
Ah what you reckon, uh-hunh,
Ah your oxen dead, uh-hunh,
Ah Job Job uh-hunh,
Ah what you reckon, uh .. hunh,
Ah your daughter dead, uh-hunh,
Just listen that Job, uh-hunh,
What Job said, uh-hunh,
Ah blessed be, uh-hunh,
In the name of the Lord, uh-hunh,
The Lord he gave it, uh-hunh,
And the Lord take away, uh-hunh,
Then blessed be, uh-hunh,
The name or the Lord, uh-hunh.
Ah Rock Mt . Zion,
Rock- Mt. Zion,
Roek Mt. Zion in that morning.
Oh swing low chariot,
Swing low chariot,
Ah swing low chariot in that morning .
Oh the son of man, uh-hunh,
Oh the son of man, uh-hunh,
Oh he prayed to God, uh-hunh,
To stop the sun, uh-hunh,
Oh the sun stopped steady, uh-hunh,
Right on the line, uh-hunh,
And the battle was firing, uh-hunh,
And seven times, uh-hunh,
Oh want to go to heaven,
Oh want to go to heaven,
Oh want to go to heaven in the morning .
Oh mourn on Mary.
Mourn on Mary,
Oh mourn on ·Mary in the morning
Oh weep on Marthy,
Weep on Marthy,
Oh weep on Marthy in the morning. ",,Harold Courlander,1950,Smithsonian Folkways,"Negro Folk Music of Alabama, Vol. 5: Spirituals. Folkways Records FE 4473, 1950.","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/dock-reed-and-vera-hall-ward/job-job/music/track/smithsonian,@FW1956NegroFolkMusicOfAlabamaII
22,,33.21,-87.53,North America,United States,Southeast US,Alabama,Alabama Black,"Tuscaloosa, AL",62423,,0:01:31,,???.A4,Troubled Lord I'm Troubled,Spiritual,,"Dock Reed, Vera Hall",Male and Female Voices,"Troubled, Lord, I'm troubled,
I'm troubled all about my soul,
No sooner than my feet strike Zion
I won't be troubled no more.
I'm wondering, Lord, I'm wondering,
I'm wondering about my soul.
Oh Lord
No sooner than my feet strike Zion
I won't be wondering any more.
I wonder where my mother,
I wonder where she's gone,
She's somewhere sitting in the kingdom
And she won't be troubled no more.
I'm grieving, Lord, I'm grieving,
I'm grieving about my soui,
No sooner than my feet strike Zion
I won 't be grieving any more.",,Harold Courlander,1950,Smithsonian Folkways,"Negro Folk Music of Alabama, Vol. 5: Spirituals. Folkways Records FE 4473, 1950.","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Coding sheet says male solo, yet side A track 4 is a duet of Dock Reed and Vera Hall. Perhaps the previous song, track 3 was meant?",https://folkways.si.edu/dock-reed-and-vera-hall-ward/troubled-lord-im-troubled/music/track/smithsonian,@FW1956NegroFolkMusicOfAlabamaII
26,,33.21,-87.53,North America,United States,Southeast US,Alabama,Alabama Black,"Tuscaloosa, AL",62423,,0:02:01,,???.A1,I'm Going Home on the Morning Train,Spiritual,,Dock Reed,Male Voice,"I'm going home on the morning train,
Pm going home on the morning train,
Ah I'm going home on the morning train,
IT you don 't see me you will hear me sing,
All of my sins been taken away, taken away.
Just about the time I thought oh Lord,
Ah just about the time I thought oh Lord,
Ah just about the time I thought oh Lord,
Don't you want . . . . . ....... . . . .... . •..
All of my sins been taken away, taken away.
Sister Mary wore three lengths of chain,
Sister Mary wore three lengths of chain,
Sister Mary wore three lengths of chain,
And every .llnk was my Jesus' name,
All of my sins been taken away, taken away. ",,Harold Courlander,1950,Smithsonian Folkways,"Negro Folk Music of Alabama, Vol. 5: Spirituals. Folkways Records FE 4473, 1950.","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/dock-reed/im-going-home-on-the-morning-train/african-american-music-american-folk-sacred/music/track/smithsonian,@FW1956NegroFolkMusicOfAlabamaII
32,,33.21,-87.53,North America,United States,Southeast US,Alabama,Alabama Black,"Tuscaloosa, AL",62423,,0:02:09,,???.B3,Low Down the Chariot and Let Me Ride,Spiritual,,"Dock Reed, Vera Hall",Male and Female Voices,"Let me ride, let me ride,
Oh let me ride, let me ride,
Oh let me ride, let me ride,
Oh low down the chariot and let me ride.
I'm humble to ride, oh let me ride,
I'm humble to ride, oh let me ride,
I'm humble to ride, let me ride,
Oh low down the chariot and let me ride.
Got a right to ride, oh let me ride,
Got a right to ride, let me ride,
Got a .right to ride, let me ride,
Oh low down the chari ot and let me ride. 
Got a ticket to ride, oh let me ride.
Got a ticket to ride, let me ride,
Got a ticket to ride, let me ride ,
Oh low down the chariot and let me ride ,
My mother done rid. oh let me ride.
My mother done rid, oh let me ride,
My mother done rid, let me ride,
Oh low down the chariot and let 'me ride .
Train coming, oh let me ride,
Train coming, let me ride,
Train coming. let me ride,
Oh low down the chariot and let me ride ,
I'm a soldier, oh let me ride,
I'm a soldier, oh let me ride.
I'm a soldier, oh let me ride,
Oh low down the chariot and let me ride .
My father done rid, oh let me ride ,
My father done rid, oh let mp ride ,
My father done rid, oh let me ride,
Oh low down the chariot and let me ride ",,Harold Courlander,1950,Smithsonian Folkways,"Negro Folk Music of Alabama, Vol. 5: Spirituals. Folkways Records FE 4473, 1950.","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/dock-reed-and-vera-hall-ward/low-down-the-chariot-and-let-me-ride/music/track/smithsonian,@FW1956NegroFolkMusicOfAlabamaII
33,,33.21,-87.53,North America,United States,Southeast US,Alabama,Alabama Black,"Tuscaloosa, AL",62423,,0:02:51,,???.B5,Everybody Talkin' About Heaven Ain't Goin' There,Spiritual,,"Dock Reed, Vera Hall",Male and Female Voices,"Ah you got shoes, I got shoes,
All of God's children got shoes.
And when I get to Heaven gain' try on my shoes.
Im goin' to shout all over God's Heaven , 
Oh Heaven, Heaven,
Everybody talkin' about Heaven ain't gain ' there,
Heaven, Heaven,
I'm goin"" to shout all over God's Heaven.
Well you got a robe, I got a robe .
All of God's children got a robe,
And when I get to Heaven gain' tryon my robe,
Goin' to shout all over God's Heaven.
Oh Heaven, Heaven, . . etc .
Well you got a l:rown, I got a crown,
All of God's children got a crown .
And when 1 get to aven goin' tryon my e r own,
Gain' to shout allover Gou's Heaven .
Oh Heaven, He aven . . etc.
Well you got a harp, I got a harp,
All of God's children got a harp,
Ah when I g et to Heaven gain' to play on my harp,
I 'm goin' to shout allover God 's Heaven
Oh Heaven, Heaven . . . etc",,Harold Courlander,1950,Smithsonian Folkways,"Negro Folk Music of Alabama, Vol. 5: Spirituals. Folkways Records FE 4473, 1950.","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/dock-reed-and-vera-hall-ward/everybody-talkin-about-heaven-aint-goin-there/music/track/smithsonian,@FW1956NegroFolkMusicOfAlabamaII
34,,33.21,-87.53,North America,United States,Southeast US,Alabama,Alabama Black,"Tuscaloosa, AL",62423,,0:01:25,,???.B6,"Noah, Noah",Spiritual,,Vera Hall,Female Voice,"Noah, Noah, who built this ark?
Noah, Noah, who built this ark?
Now who built this ark?
Noah, Noah, built this ark,
Built this ark out of hic ko ry bark,
Oh Lord, who built this ark?
Noah, Noah, who built this ark?
Who built this ark?
Noah, Noah. built this ark.
Built this ark without hammers or nails,
Oh Lord, who built this ark?
Noah, Noah, who built this ark?
Who built this ark?
Called old Noah foolish man,
Building this ark on this dry land,
Oh Lord, who built this ark?
Noah, Noah, who built this ark?
Now who built this ark?
Noah, No'. ",,Harold Courlander,1950,Smithsonian Folkways,"Negro Folk Music of Alabama, Vol. 5: Spirituals. Folkways Records FE 4473, 1950.","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,https://folkways.si.edu/vera-hall-ward/noah-noah/african-american-music-american-folk-sacred/music/track/smithsonian,@FW1956NegroFolkMusicOfAlabamaII
19,,31,-93.67,North America,United States,Southeast US,East Texas,Texas Black,"Burkeville, TX",62438,,0:01:52,,6L8.A11,"Come On Boys, And Let's Go To Huntin'",Children's song; Holler,Typically sung by children while walking home after picking cotton in the fields.,Henry Truvillion,Male Voice,"1. Come on, girls, and let's go to huntin', [2]
Dog in the woods, and he done treed
sump'n. [2]
[R epeat.]

2. 	 Yo'dog bark, he don't see nothin', [2]
When my dog bark, he done treed sump'n.
Come on, boys, let's go to huntin'.
Dog in the woods, and he done treed
sump'n.

3. 	 The woods is wet, the roads is muddy. 
I'm so drunk till I can't stand steady. 
Come on, boys, let's go to huntin',
Dog in the woods, and he done treed
sump'n.
Come on, boys, let's go to huntin', [2] 
Dog in the woods, and he done treed 
sump'n.

4. 	 Possum 'up a gum stump, coon in the holler.
Rabbit give a backtrack and stole a half a
dollar.
Come on, boys, let's go to huntin'.
Dog in th e woods, and he done treed
sump'n.
Come on, boys, let's go to huntin', [2] 
Dog in the woods, and he done treed 
sump'n.

5. 	 Possum up a gum stump, coon in the holler,
Rabbit give a backtrack and stole a half a
dollar. [2]
Come on, boys, let's go to huntin', [2]
Dog in the woods, and he done treed
sump'n. [3] ",,John A. and Ruby T. Lomax,1940,Library of Congress,"Negro Work Songs and Calls. Library of Congress, AFS L8, 1943","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1943NegroWorkSongsAndCalls
27,,31,-93.67,North America,United States,Southeast US,East Texas,Texas Black,"Burkeville, TX",62438,,0:01:33,,6L8.A10,Possum Was An Evil Thing,Children's song; Holler,Typically sung by children while walking home after picking cotton in the fields.,Henry Truvillion,Male Voice,"Possum was an evil thing, 
He rambles in the dark. 
He didn't know what the trouble was, 
Until he hear old Rover bark. 
Ooooh, baby, who-oh-hoo! 
Ooooh, baby, who-oo-hoo-hoo! 
That's my baby, who-oh-oo-oo-oh' 
Ooooh, baby, who-oh-hoo! 
Old Aunt Dinah, who-oo-oo-oo! 
Old Aunt Dinah, who-ho-oo-oo-ho! 
Ooooh, baby, who-oh-hoo! 
Ooooh, baby, who-oo-hoo-hoo! 
That's me a-talkin ', who-ho-hoo-hoo-oh! 
Who-ho-hoo-hoo-oh-who-ho-hoo-hoo-oh! 
Oooh, Dinah, who-oh-ee! 
Old Aunt Dinah, who-oo-hoo-hoo' 
Old Aunt Dinah, who-oh-oo-hoo-oh' 
Ooooh, baby, who-oh-ho!
Possum was an evil thing,
He rambles in the dark. 
He didn't know what the trouble was, 
Until he hear old Rover bark. 
Ooooh, Rover, who-oh-oo! 
Who-oh, Rover, who-oo-hoo-hoo! 
That's me a-talkin', who-oh-hoo-hoo-oh! ",,John A. and Ruby T. Lomax,1940,Library of Congress,"Negro Work Songs and Calls. Library of Congress, AFS L8, 1943","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1943NegroWorkSongsAndCalls
15,,29.61,-95.66,North America,United States,Southeast US,East Texas,Texas Black,"Central State Farm, Sugar Land, TX",62438,,0:03:09,,6L8.A12,Old Rattler,Ballad; Animal song,Song about a dog named Rattler,"Mose ""Clear Rock"" Platt,  James ""Iron Head"" Baker",Male Voices,"CHORUS
Here, Rattler,
Here, Rattler, here,
Here, here, Rattler, 
Here, Rattler, here.

1. Oh, b'lieve to my soul there's a nigger gone,
Here, Rattler, here.
Oh, b'lieve to my soul there's a nigger gone,
Here, Rattler, here.

2. Oh, he went right through the corn. 
I heard old horn blow. 

3.Go and get the dog man. 
Go and get the dog man. 

4. Run that nigger to the riverside. 
Run that nigger to the riverside. 

5. Go and call old Rattler. 
Call old Rattler. 

6. Old Rattler come a-yelpin'. 
Go and call old Rattler. 

7. Old Rattler come a-yelpin'. 
Old Rattler come a-yelpin'. 

8. Oh, put that nigger right up that tree. 
Old Rock couldn't get to three. 

9. Oh, he set so long with the sympathy. 
Oh, run that nigger right lost his mind. 

10. Go and call old Rattler. 
Go and call old Rattler. 

11. Oh, he run that nigger till he went stone blind. 
Oh, cross the river to the long leaf pine. 

12. Oh, he run so far he didn't leave no sign. 
Oh, got a baby here, got a baby there. 

13. Oh, believe to my soul it's the Worldy Fair.
Oh, they didn't 'low no black folks there.

14. Oh, trip this time, I'll trip no rna'. 
Oh, gain' to the North where you can't 
go.

15. Gain' ring the sergeant.
Gain' ring the sergeant.

16. Old Rattler's good, old Rattler's bad. 
Believe to my soul it's another  one gone.

17. Oh, if you can hold it up you can hold right on, 
Run that nigger right through that corn.

18. Oh, Big Foot Rock is surely gone!
Oh, Big Foot Rock is surely gone! ",,John A. and Alan Lomax,1934,Library of Congress,"Negro Work Songs and Calls. Library of Congress, AFS L8, 1943","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1943NegroWorkSongsAndCalls
31,,29.61,-95.66,North America,United States,Southeast US,East Texas,Texas Black,"Central State Farm, Sugar Land, TX",62438,,0:02:43,,6L8.B1,"Go Down, Old Hannah",Work song; Prison song,One of the best known of the slow-drag work songs sung by Black prisoners in South Texas.,"James ""Iron Head"" Baker; Will Crosby; R.D. Allen; Mose ""Clear Rock"" Platt",Male Voices,"1. Go down, old Hannah,
Won't you rise no more?  (2)

2. Lawd, if you rise,
Bring Judgment on. (2)

3. 	 Oh, did you hear 
What the captain said? (2)

4. 	 That if you work 
He'll treat you well, 
And if you don't 
He'll give you hell. 

5. Oh, go down, old Hannah,
Won't you rise no more? (2)

6. Oh, long-time man,
Hold up your head. 
Well, you may get a pardon 
And you may drop dead. 

7. 	 Lawdy, nobody feels sorry 
For the life-time man. 
Nobody feels sorry 
For the life-time man. ",,John A. and Alan Lomax,1933,Library of Congress,"Negro Work Songs and Calls. Library of Congress, AFS L8, 1943","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1943NegroWorkSongsAndCalls
7,,30.72,-95.55,North America,United States,Southeast US,East Texas,Texas Black,"State Penitentiary, Huntsville, TX",62438,,0:02:40,,6L8.B2,"Hammer, Ring",Work song; Hammer song; Railroad song; Prison song,"Sung when hammering railroad spikes. The Bible story of Noah and the ark, which is also the theme of spirituals, is here used to dramatize the work, with echoes of ballad and game-song usage",Jesse Bradley and group,Male Voices; Hammers,"Won't you ring, old hammer?
Hammer, ring.
Won't you ring, old hammer?
Hammer, ring.

1. Broke the handle on my hammer,
Hammer, ring
Broke the handle on my hammer,
Hammer, ring
2. Got to hammerin' in the Bible.
3. Gonta talk about Norah.
4. Well, God told Norah.
5. You is a-goin' in the timber.
6. You argue some Bible.
7. Well, Norah got worried.
8. What you want with the timber?
9. Won't you build me a ark, sir?
10. Well, Norah asked God, sir.
11. How high do you want it?
12. Build it forty-two cubits.
13. Every cubit have a window.
14. Well, it started in to rainin'.
15. Old Norah got worried.
16. He called in his children.
17. Well, Norah told God, sir.
18. This is a very fine hammer.
19. Got the same old hammer.
20. Got to hammerin' in the timber...",,John A. and Alan Lomax,1934,Library of Congress,"Negro Work Songs and Calls. Library of Congress, AFS L8, 1943","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1943NegroWorkSongsAndCalls
2,,31,-93.71,North America,United States,Southeast US,East Texas,Texas Black,"Wiergate, TX",62438,,0:00:49,,6L8.A2,Tamping Ties,Work song; Railroad song; Tie-tamping chant; Call,Staged railroad tamp-tying call,Henry Truvillion,Male voice,"Tamp 'em up solid, 

All the livelong day. 

Tamp 'em up solid, 

Then they'll hold that midnight mail. 

The captain don't like me. 

Won't allow me no show . 

Well, work don't hurt me, 

Don't care where in the world I go. 

Work don't hurt me, 

Like the early rise. 

Well, work don't hurt me, 

But that's the thing that hurts my pride, 

That hurts my pride, 

That hurts my pride, 

That hurts my pride. ",,John A. and Ruby T. Lomax,1940,Library of Congress,"Negro Work Songs and Calls. Library of Congress, AFS L8, 1943","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1943NegroWorkSongsAndCalls
374,856,37,43,Western Asia,Middle East,Mesopotamia,S Kurdistan,Harir Kurd,"Batas, Kurdistan, Iraq",62469,,0:03:28,T5482R44,2C25.B7b,Love Song and Call to Dance,,Second of two songs sung in duet by two young brothers,Paramount Sheikhs from the Batas village ,2 Male Voices,,,Ralph S. Solecki,1953,Smithsonian Folkways,"Kurdish Folk Songs and Dances. Ethnic Folkways Library FE4469, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,Second song only coded,http://www.folkways.si.edu/love-songs/islamica-world/music/track/smithsonian,@FW1955KurdishFolkSongsAndDances
376,856,37,43,Western Asia,Middle East,Mesopotamia,S Kurdistan,Harir Kurd,"Batas, Kurdistan, Iraq",62469,,0:03:28,T5482R44,2C25.B7a,Love Song and Call to Dance,,First of two songs sung in duet by two young brothers,Paramount Sheikhs from the Batas village ,2 Male Voices,,,Ralph S. Solecki,1953,Smithsonian Folkways,"Kurdish Folk Songs and Dances. Ethnic Folkways Library FE4469, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,First song only coded,http://www.folkways.si.edu/love-songs/islamica-world/music/track/smithsonian,@FW1955KurdishFolkSongsAndDances
63,,43.68,-70.44,North America,United States,Northeast US,Maine,Coastal Mainers,"Gorham, ME [Recorded in Washington, D.C.]",62546,,,,6L21.B1,The Wild Barbaree,Sea song; Ballad,"This song is based upon the Child ballad (285) of ""The George Aloe and the Sweepstake"" which describes an early encounter between the French and English. The early ballad seems apparently to have been revived when the piratical forays along the Algerian coast brought special meaning to the ""coast of Barbary"" in the late eighteenth century. The transmission to this country of a sea song was not unusual, but in this instance may have been stimulated by the fact that Stephen Decatur in 1815 decisively defeated Algerian pirates on the ""coast of the wild Barbaree."" The song was traditionally popular in the American navy and several texts have been recovered from Maine, where it was known to Mrs. Grover's father who sailed from Maine ports as a youth in the 19th century. ",Carrie Grover,Female Voice,"1. 	 Two lofty ships of Eng-e-Iand set sail,
Blow high, blow low, and so sailed we,
And one was Prince of Luther and the
other Prince of Wales,
Cruising down round the coast of the wjld
Barbaree.
2. 	 ""Look ahead, look astern, look to wind'ard
and to lee,""
Blow high, blow low, and so sailed we, 
""There's a lofty ship astern and for us
she does make way,""
Cruising down round the coast of the wild
Barbaree.
3. ""Oh, hail her, oh, hail her,"" our gallant
captain cries,
""Are you a. man-a'-war or a privateer?""
said he.
4. 	 ""I am neither man-a'-war or a privateer,""
said he,
""But 	I am a saucy pirate a-seeking for
my fee.""
5. Then for broadside for broadside ·these
two ships did go,
Till at length the Prince of Luther shot
the pirate's mast away.
6. Then for quarter, for quarter the pirate
captain cried,
But the quarter that we gave them was to
sink them in the' sea.
7. Oh, we fought them for better than three
hours 	as you see,
But their ship it was their coffin and their
grave 	it was the sea. ",,Alan Lomax,1941,Library of Congress,"Anglo-American Songs and Ballads. Library of Congress, AFS L21, 1947.","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1941AngloAmericanSongsBallads
64,,43.68,-70.44,North America,United States,Northeast US,Maine,Coastal Mainers,"Gorham, ME [Recorded in Washington, D.C.]",62546,,,,6L21.B2,The Lowlands of Holland,Ballad,"This song has been traced at least as far back as 1776 in the manuscripts of David Herd deposited in the British Library, and interesting local variants of it have been found in the United States as far west as Missouri. Mrs. Grover's version from Maine is closer to the British tradition than others found in this country. ",Carrie Grover,Female Voice,"I. 	 Last Easter I was married, that night I
went to bed,
There came a bold 	sea captain who stood
at my bed head, 
Saying, ""Arise, arise, you married man,
and come along with me
To the low, lowlands of Holland to face
your enemy.""
2. She clasped her arms about me, imploring
me to stay.
Up speaks this bold sea captain, saying,
""Arise and come away!
Arise, arise, you married man, and corne
along with me
To the low, lowlands of Holland to face
your enemy.""
3. 	 ""Oh, daughter dear, oh, daughter dear,
why do you thus lament?
There are men enough in our town to
make your heart content.""
""There afe meo enough in our town, but
there is not one for me,
For I never had but one true love and he
has gone from me.""
4. ""No shoes shall come upon my feet nor
comb 	corne in my hair,
No fire bright nor candlelight shine in my
chamber more;
And never will I married be until the day
I dee,
Since cruel seas and angry winds parted
my love and me."" ",,Alan Lomax,1941,Library of Congress,"Anglo-American Songs and Ballads. Library of Congress, AFS L21, 1947.","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1941AngloAmericanSongsBallads
441,,37.88,-4.78,Europe,Southern Europe,S Spain,Andalusia,Córdoba,"Córdoba, Andalusia, Spain
",62547,,,,7D1.A7,,Soleares,,Luis Aceta Pontones,Male Voice,,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress",,,Songs and Dances of Spain: Volume 1: Cities of Andalusia. Westminster W 12002,@ALA1952Soleares
69,596,45.57,-88.9,North America,United States,Great Lakes/ Midwest,Great Lakes,N European American Lumberjack,"Crandon, Wisconsin",62548,,0:03:17,T5468R24,6B3.A1,The Little Brown Bulls,Ballad; Work Song; Lumberers' Song,"Classic ballad of American lumber camps, traced to singers from Wisconsin or Michigan",Robert Walker,Male Voice,,,Sidney Robertson Cowell,1954,Smithsonian Folkways,"Wolf River Songs. Folkways Records P 1001, 1956","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=4334,@FW1956WolfRiverSongs
67,,46.78,-89.06,North America,United States,Great Lakes/ Midwest,Great Lakes,N European American Lumberjack,"Greenland, MI",62548,,0:03:25,,6L56.B2,Lumberjack's Alphabet,Lumberjack song; Alphabet song,"In the cypress swamps of Dixie, in the Northeast and the Northwest, in the lumber camps of the Great Lakes, and from Nova Scotia to British Columbia the lumberjacks sing their alphabet song. No two versions are exactly alike, but they all follow the pattern of this one sung by Gus Schaffer from Greenland in the upper peninsula of Michigan. Every singing jack seems to have his own chorus, on which he expects the boys in camp to join him.",Gus Schaffer,Male Voice,"A is for axe which we swing to and fro,
B is for boys that handles them so,
C is for canthooks, the logs we make spin,
D is for danger that we're always in. 

Chorus:
And so merry, so meny, so merry are we,
We arc the boys when we're out on a spree.
Sing Hi~derry col-derry, hi-derry-dum;
Give the lumberjacks whiskey and nothing goes wrong.

E is for echo which through the woods rang, and
F is for foreman that pushes our gang,
G is for grindingstone, the axes we ground,
H is for handle that turns them around. Chorus.

I is for ink which our letters we've wrote, and
J is for jacket we wore for a coat,
K is for kindling, the fires we'd light.
L is for lice that bothers by night. Chorus.

M is for money, which everyone owes,
N is for needle that patches our clothes,
O is for oxen the road we swung through, and
P is for Peerless, which everyone chews. Chorus.

Q is for quiet. when we are asleep.
R is for rabbits which everyone eats,
S is for sleigh so stout and strong, and
T is for teams that tote them along. Chorus.

U is for use which we put ourselves to,
Y is for valley. we tramp it right through,
W is for women when we're down in the Spring,
And triple-X beer is the best beer to drink.",,Alan Lomax,1938,Library of Congress,"Songs of the Michigan Lumberjacks. Library of Congress, AFS L56, 1960.","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1938SongsOfTheMichiganLumberjacks
66,,44.77,-85.62,North America,United States,Great Lakes/ Midwest,Great Lakes,N European American Lumberjack,"Traverse City, MI",62548,,0:04:32,,6L56.A2,Michigan I-O,Lumberjack song; Ballad,"""Michigan I-O"" is a member of a large family of songs descended from the English sea song ""Canada I-O."" Lester Wells of Traverse City, who did his lumbering in the Saginaw Valley, mentions the Rifle River, which empties into Lake Huron north of the mouth of the Saginaw. Lester speaks the last word rather than singing it, a cornmon practice among the oldsters.",Lester Wells,Male Voice,"(It was) early in the season, the fall of
'sixty-three;
The preacher of the gospel, one day he come
tome.
He says, ""My clever fellow, how would you
like to go
For to spend a winter a-lumbering in
Michigan I-O?""
0, so boy I stepped.up to him, these words
to him did say,
""I'm going out there a-lumbering depends
upon the pay.
If you will pay good wages, my passage to
and fro,
I'll go spend a winter a-lumbering in
Michigan I-O.""
Oh it's ""'I will pay good wages, I'll pay your
passage out,
Providing you'll sign papers that you will
stay the route.
Oh but if y.ou do get homesick and swear it's
home you'll go.
I'll not pay your passage over to
Michigan I-O.""
Oh and by that kind of flattery we enlisted
quite a train,
Oh'some twenty~five'or thirty young able-bodied men.
Oh we had a pleasant voyage on 'the road we
had to go,
Oh they landed us in Saginaw called
Michigan I-O.
Oh it's now our joys are ended and our troubles
they've begun.
Oh Smith and Williams' agents, how they come
rolling in.
Oh they sent us in a country, the road we
did not know;
Oh 'twas upon the Rifle River in
Michigan I-O.
For to tell the way we suffered, it-is beyond
the heart of man,
But to give the fair description, I'll do the
best I can. 
Our grub the dogs they'd laugh at, our beds
built on the snow.
Dh God grant there is no bigger Hell than
Michigan I-O.
Our grub the dogs they'd laugh at, our beds
built on the snow.
Oh God grant there is no bigger Hell than
Michigan I-O.
Oh it's now the wint.er is finished and it's
homeward we are bound.
It's in this cursed country, no longer we'll
be found.
We'll go home to our wives and sweethearts,
tell others not to go
To that God-forsaken country-o called
Michigan I-O.
We'll go home to our wives and sweethearts,
tell others not to go
To that God-forsaken country-o called
Michigan I-O",,Alan Lomax,1938,Library of Congress,"Songs of the Michigan Lumberjacks. Library of Congress, AFS L56, 1960.","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1938SongsOfTheMichiganLumberjacks
